Data,Produto,Vendedor,Quantidade,Valor
2026-07-10,Teclado,Maria,6,1991
2025-12-02,Notebook,Maria,4,4868
2025-10-18,Teclado,Camila,10,4147
2024-01-02,Headset,Ana,2,4683
2026-10-22,Monitor,Maria,9,3948
2024-08-18,Notebook,Aline,3,3816
2026-03-19,Teclado,Patrícia,2,70
2024-11-13,Notebook,Eduardo,8,3752
2025-07-12,Teclado,Amanda,8,280
2025-11-22,Mouse,Vinícius,8,1726
2025-01-26,Monitor,João,8,467
2025-07-13,Notebook,Lucas,9,1594
2024-05-30,Notebook,Camila,7,4026
2024-12-20,Mouse,Mariana,4,3624
2026-05-02,Teclado,Carlos,8,2970
2026-07-23,Notebook,Mariana,9,982
2026-02-20,Monitor,Larissa,9,2122
2024-02-17,Headset,Carlos,5,4062
2026-08-08,Mouse,Fernanda,2,738
2026-07-29,Mouse,Patrícia,7,3854
2026-11-29,Headset,Lucas,4,1885
2025-06-14,Monitor,Maria,9,2957
2025-05-27,Mouse,Camila,5,2954
2026-03-02,Notebook,João,1,392
2025-12-11,Monitor,Rodrigo,8,4271
2024-08-27,Notebook,Fernanda,5,4588
2024-11-26,Monitor,Bruno,4,2262
2026-08-08,Monitor,Ana,10,2439
2026-10-19,Headset,Maria,4,2382
2025-06-19,Headset,Lucas,7,2263
2025-08-30,Notebook,Bruno,1,3235
2026-04-07,Teclado,Camila,1,4119
2026-11-11,Headset,Rodrigo,7,4753
2024-02-20,Headset,Camila,2,3144
2024-01-29,Headset,Patrícia,3,1868
2026-11-01,Mouse,Lucas,2,4989
2025-01-27,Mouse,Gabriel,6,341
2024-09-25,Headset,Rafael,6,4520
2025-06-25,Mouse,Pedro,9,634
2026-03-23,Headset,Carlos,4,2217
2024-06-28,Notebook,Patrícia,4,4688
2025-04-18,Mouse,Mariana,1,2426
2025-08-22,Notebook,Bruno,4,516
2026-06-18,Headset,Vinícius,4,972
2026-07-05,Headset,Camila,10,2177
2025-01-04,Headset,Carlos,2,4766
2026-12-05,Teclado,Beatriz,10,3674
2024-03-22,Notebook,Felipe,7,1945
2025-01-20,Notebook,Camila,9,3501
2026-11-10,Headset,Ana,6,3670
2026-03-26,Teclado,Pedro,1,3774
2026-01-05,Monitor,Ana,9,3678
2026-10-10,Mouse,Felipe,10,4647
2024-05-25,Monitor,Diego,3,3005
2025-11-10,Mouse,Pedro,4,4217
2024-11-24,Teclado,Vanessa,9,323
2024-02-08,Monitor,Thiago,9,3112
2025-05-15,Monitor,Patrícia,10,3125
2024-11-18,Mouse,Amanda,7,2701
2025-02-02,Notebook,João,5,1898
2024-03-31,Notebook,André,3,1744
2025-03-09,Headset,Priscila,8,2796
2024-05-31,Notebook,André,1,3802
2024-06-29,Teclado,João,4,987
2026-07-07,Notebook,Maria,2,4988
2024-12-01,Teclado,Carlos,3,195
2024-04-13,Headset,Amanda,7,648
2024-06-01,Mouse,Mariana,6,1380
2025-06-16,Teclado,Larissa,3,2390
2026-07-14,Notebook,Vanessa,3,3700
2025-04-13,Mouse,Vinícius,4,2541
2026-07-16,Teclado,Rafael,3,429
2026-07-18,Teclado,Fernanda,10,663
2024-09-17,Headset,Vanessa,5,1689
2026-02-10,Mouse,Eduardo,5,2828
2025-04-20,Headset,Pedro,8,4904
2025-01-14,Headset,Felipe,7,1416
2025-07-12,Mouse,Camila,9,4223
2026-01-04,Notebook,Renata,2,964
2025-02-18,Headset,Tatiane,9,3739
2026-12-18,Headset,Felipe,8,2451
2024-08-07,Monitor,Lucas,4,1901
2026-04-21,Mouse,Thiago,3,2821
2024-05-10,Headset,Renata,9,1954
2025-09-11,Mouse,Aline,7,4534
2024-12-19,Notebook,Tatiane,10,144
2024-10-13,Teclado,André,9,4082
2024-09-22,Teclado,Diego,10,4965
2025-10-16,Monitor,Tatiane,9,3835
2025-09-29,Monitor,Marcelo,9,2932
2026-05-18,Monitor,Priscila,3,2600
2024-12-04,Mouse,Aline,3,1643
2026-12-12,Monitor,Renata,10,4833
2024-08-26,Notebook,Lucas,10,2920
2025-04-27,Teclado,Aline,7,3334
2024-06-06,Headset,Juliana,10,1833
2026-10-25,Mouse,Priscila,7,3114
2025-08-02,Teclado,André,5,3954
2025-03-27,Teclado,Amanda,2,3757
2026-09-11,Headset,João,5,4970
2026-11-07,Notebook,Renata,3,3828
2024-05-19,Headset,Fernanda,9,1720
2024-04-15,Monitor,Gabriel,5,3762
2024-12-12,Monitor,Ana,7,334
2024-08-08,Headset,Bruno,8,1310
2024-11-19,Mouse,Gabriel,3,2856
2024-01-16,Headset,Bruno,5,1502
2024-10-11,Notebook,Juliana,5,1566
2025-03-04,Teclado,Marcelo,7,3540
2026-04-04,Notebook,Amanda,8,1844
2024-02-19,Headset,Marcelo,6,1807
2024-09-29,Monitor,Rodrigo,4,134
2024-04-13,Monitor,João,7,3321
2026-07-05,Notebook,Rafael,7,714
2024-08-12,Headset,Diego,5,2598
2026-01-01,Headset,Rodrigo,3,3172
2024-03-05,Monitor,João,8,2387
2025-02-02,Teclado,Vinícius,5,2216
2024-03-19,Headset,Eduardo,7,3645
2026-09-05,Mouse,Carlos,8,3810
2026-01-17,Teclado,Amanda,9,164
2024-04-16,Mouse,Mariana,5,95
2025-11-20,Monitor,Priscila,2,4251
2025-04-19,Teclado,Larissa,9,4973
2025-06-02,Headset,Amanda,4,2380
2026-04-26,Notebook,Patrícia,10,3262
2026-02-04,Mouse,Amanda,8,2024
2024-12-15,Teclado,Pedro,3,2089
2024-10-22,Monitor,Larissa,1,1555
2026-04-10,Monitor,Larissa,4,2622
2025-06-17,Monitor,Beatriz,2,3166
2024-03-20,Mouse,Bruno,2,1872
2026-10-31,Monitor,Renata,10,1146
2026-02-24,Headset,João,8,4671
2026-09-21,Monitor,Eduardo,1,1755
2026-01-29,Notebook,Beatriz,5,1710
2024-12-17,Notebook,Maria,6,1532
2026-12-23,Headset,Thiago,9,4939
2025-11-17,Teclado,Bruno,6,1923
2024-04-10,Monitor,Pedro,9,4337
2026-01-11,Monitor,Amanda,9,2968
2024-10-16,Notebook,Thiago,8,1672
2025-08-07,Mouse,Maria,2,1325
2025-07-15,Headset,Gabriel,1,3378
2024-06-08,Headset,Fernanda,2,865
2024-05-19,Notebook,Amanda,4,2215
2024-04-28,Headset,João,9,3329
2025-06-02,Mouse,Diego,5,1868
2024-12-29,Notebook,Gabriel,9,1054
2025-10-09,Monitor,Thiago,6,1472
2025-02-24,Mouse,André,6,2312
2025-06-21,Notebook,Fernanda,6,2898
2025-01-22,Teclado,André,1,635
2024-01-11,Headset,Amanda,9,496
2024-06-05,Notebook,Larissa,6,1465
2024-09-19,Teclado,Maria,8,4810
2024-02-25,Teclado,Fernanda,8,1697
2026-07-08,Mouse,João,5,3911
2026-04-22,Mouse,Pedro,4,1746
2026-12-28,Notebook,Tatiane,3,387
2024-06-25,Teclado,Tatiane,10,3214
2026-01-29,Mouse,Camila,6,3165
2026-09-24,Mouse,Aline,7,4743
2025-02-22,Monitor,Fernanda,10,4246
2025-12-31,Headset,Larissa,1,2490
2026-06-05,Notebook,Bruno,7,3419
2025-05-10,Mouse,Camila,5,3915
2025-02-11,Headset,Gabriel,9,1398
2025-12-11,Teclado,Larissa,5,2380
2024-01-13,Monitor,Ana,7,2670
2026-12-08,Teclado,Eduardo,8,1444
2026-12-17,Notebook,Beatriz,6,2556
2026-09-10,Teclado,Mariana,1,1111
2025-08-09,Monitor,Larissa,9,1787
2026-08-08,Headset,Renata,5,1371
2025-06-20,Mouse,Eduardo,7,4505
2025-04-30,Mouse,Pedro,8,2341
2026-09-15,Notebook,Amanda,2,3546
2026-08-08,Mouse,Amanda,9,1342
2026-02-26,Headset,Rafael,7,4154
2024-01-21,Monitor,Pedro,1,1224
2026-04-07,Mouse,Priscila,9,3529
2025-04-29,Notebook,Patrícia,6,1739
2025-01-28,Mouse,Thiago,3,2017
2026-12-02,Mouse,Amanda,8,1125
2024-07-21,Notebook,Mariana,4,4869
2024-04-20,Monitor,Amanda,10,291
2025-03-28,Mouse,Felipe,6,935
2024-11-26,Teclado,Priscila,5,4202
2024-10-01,Teclado,Tatiane,7,613
2026-04-16,Headset,Diego,9,3594
2025-09-02,Monitor,Renata,7,1453
2024-12-13,Teclado,Juliana,9,795
2024-11-07,Headset,Gabriel,8,695
2026-06-18,Mouse,Diego,3,2510
2024-06-17,Mouse,Fernanda,1,1717
2024-08-30,Notebook,Bruno,2,2561
2026-05-02,Monitor,Bruno,7,1180
2024-12-04,Mouse,Priscila,5,577
2025-11-19,Mouse,Aline,6,4523
2024-12-23,Teclado,João,2,1107
2025-09-09,Notebook,Eduardo,3,2700
2025-08-02,Notebook,Aline,7,2713
2025-09-04,Notebook,Carlos,4,1093
2026-01-07,Mouse,André,10,1041
2025-10-24,Mouse,Lucas,9,2257
2025-09-03,Notebook,Marcelo,2,3765
2025-02-01,Headset,Carlos,4,3648
2026-08-24,Headset,Diego,6,4406
2025-08-19,Headset,Fernanda,6,2755
2025-09-18,Mouse,Felipe,7,541
2025-07-09,Notebook,Lucas,6,2712
2026-10-25,Teclado,Marcelo,8,2560
2025-10-13,Mouse,Bruno,1,124
2026-12-27,Mouse,Marcelo,5,3587
2026-03-21,Notebook,Fernanda,4,2517
2025-05-07,Headset,Renata,5,1352
2025-11-11,Headset,Renata,1,3694
2026-05-12,Monitor,Mariana,8,2132
2024-10-05,Headset,Patrícia,10,3633
2025-03-17,Teclado,Ana,9,4236
2024-01-20,Monitor,Marcelo,10,1266
2026-08-25,Teclado,Rafael,5,369
2025-12-07,Monitor,Eduardo,1,3756
2024-10-24,Notebook,Maria,3,3907
2025-01-09,Headset,Mariana,6,1724
2026-04-10,Mouse,Tatiane,2,3087
2024-04-25,Mouse,André,7,1635
2024-11-14,Headset,Patrícia,10,4619
2025-04-15,Teclado,Aline,8,3893
2026-09-29,Headset,Vanessa,2,3407
2026-08-19,Headset,Ana,4,1210
2026-02-03,Mouse,Renata,6,4028
2025-08-27,Monitor,Amanda,9,2194
2024-06-21,Monitor,Rafael,6,1181
2025-01-25,Notebook,Larissa,5,3872
2026-09-15,Teclado,Maria,5,4643
2026-09-22,Headset,Diego,5,1417
2025-06-25,Notebook,Beatriz,3,3553
2026-07-04,Teclado,Tatiane,5,4341
2025-02-25,Monitor,Lucas,8,368
2025-09-22,Notebook,André,9,836
2025-02-14,Mouse,Fernanda,10,1467
2025-06-21,Notebook,Felipe,5,3862
2024-09-21,Mouse,Maria,2,230
2025-05-03,Notebook,Tatiane,10,183
2025-04-20,Teclado,Priscila,8,3375
2026-10-13,Headset,Pedro,4,1407
2026-06-01,Notebook,Priscila,4,3677
2024-04-11,Teclado,Carlos,7,3769
2026-11-27,Mouse,Patrícia,5,4466
2024-05-14,Monitor,Rodrigo,1,4770
2025-07-29,Teclado,Felipe,4,3848
2026-10-04,Mouse,Diego,7,1054
2025-03-19,Monitor,Bruno,8,917
2025-01-11,Notebook,Tatiane,6,4928
2024-05-28,Teclado,Tatiane,2,239
2024-02-11,Mouse,Felipe,2,1397
2024-07-20,Monitor,Marcelo,5,3837
2025-06-23,Notebook,Felipe,9,2663
2026-06-12,Headset,Beatriz,1,4628
2025-05-05,Notebook,Carlos,8,915
2025-07-04,Mouse,Camila,4,3460
2025-05-28,Teclado,Felipe,10,3277
2025-10-27,Teclado,Amanda,4,2787
2025-03-19,Teclado,Lucas,4,210
2025-02-18,Teclado,Felipe,7,2574
2026-12-26,Notebook,Thiago,8,1444
2024-12-02,Teclado,Gabriel,10,3044
2026-10-26,Monitor,Fernanda,6,2943
2025-09-11,Headset,Beatriz,6,305
2024-07-04,Monitor,Patrícia,1,741
2026-10-30,Monitor,Rodrigo,10,2245
2026-07-22,Mouse,Larissa,6,3208
2025-07-12,Headset,Mariana,5,2519
2025-11-12,Monitor,Felipe,9,489
2024-05-31,Notebook,Felipe,6,1850
2025-04-11,Notebook,Rodrigo,9,3389
2024-08-06,Mouse,Renata,7,3348
2026-11-17,Notebook,Larissa,4,2507
2025-04-26,Monitor,Renata,3,3422
2024-11-01,Monitor,Amanda,1,2569
2024-04-07,Mouse,Vanessa,9,4900
2026-06-08,Notebook,Pedro,1,3359
2025-12-01,Monitor,Juliana,8,4006
2026-04-23,Monitor,Pedro,1,898
2025-08-04,Teclado,Lucas,1,469
2026-11-18,Monitor,Vinícius,3,3727
2026-01-31,Headset,Eduardo,6,1855
2026-04-16,Teclado,Aline,9,107
2026-10-11,Headset,Renata,5,3294
2025-07-09,Teclado,Larissa,7,4001
2025-08-09,Teclado,Amanda,1,4884
2026-09-12,Mouse,André,6,1024
2025-06-18,Notebook,Fernanda,9,4350
2025-02-14,Headset,Juliana,7,4167
2025-10-24,Teclado,Renata,5,3445
2024-11-25,Teclado,Fernanda,3,1244
2024-07-20,Monitor,Aline,7,3583
2025-03-28,Mouse,Camila,3,3782
2025-08-06,Monitor,Beatriz,2,873
2025-01-10,Mouse,Rodrigo,3,102
2026-09-16,Notebook,Felipe,6,1723
2024-05-11,Headset,Renata,8,3495
2025-06-25,Mouse,Camila,4,4125
2026-07-17,Notebook,Juliana,3,2991
2024-11-06,Headset,Rafael,6,4982
2024-10-03,Headset,Aline,1,3204
2025-06-30,Notebook,Ana,10,404
2026-03-30,Headset,Pedro,8,4733
2026-06-26,Teclado,Bruno,2,4242
2025-02-25,Monitor,Bruno,10,4566
2024-01-07,Notebook,Fernanda,3,3683
2025-09-21,Notebook,Mariana,4,2026
2025-12-26,Teclado,Beatriz,3,4165
2024-06-10,Mouse,Pedro,10,3561
2024-06-08,Notebook,Carlos,4,281
2026-11-26,Mouse,Felipe,4,3617
2026-06-03,Mouse,Priscila,5,1428
2024-12-07,Notebook,Pedro,7,1363
2024-12-17,Monitor,Maria,3,3663
2025-09-03,Monitor,Rodrigo,9,2903
2026-07-20,Teclado,Vanessa,1,4757
2026-08-04,Teclado,Maria,7,881
2024-01-29,Mouse,Fernanda,7,3586
2026-08-18,Mouse,Camila,6,1546
2026-12-29,Notebook,Vinícius,6,1184
2024-05-17,Teclado,André,5,974
2026-07-07,Mouse,Juliana,6,381
2026-12-01,Headset,Vanessa,6,1914
2025-11-15,Headset,Pedro,2,956
2026-05-25,Monitor,Eduardo,3,3051
2025-01-09,Mouse,Rafael,7,2237
2025-06-30,Headset,Camila,9,391
2025-11-27,Teclado,Tatiane,6,1133
2025-04-22,Monitor,João,9,4480
2026-03-06,Monitor,Diego,8,1664
2026-10-26,Monitor,Diego,1,2691
2024-06-12,Headset,Gabriel,3,4303
2024-02-26,Notebook,Juliana,10,140
2024-12-17,Mouse,Thiago,2,164
2024-06-14,Notebook,Renata,10,726
2025-05-08,Monitor,Rodrigo,6,3818
2024-11-25,Mouse,Carlos,9,3214
2026-05-25,Mouse,Juliana,8,253
2026-10-03,Headset,Juliana,4,2389
2026-03-21,Mouse,Renata,8,4845
2024-04-02,Mouse,João,2,3950
2025-06-25,Monitor,Vinícius,1,1962
2024-09-04,Headset,Vinícius,5,1724
2025-01-13,Teclado,Vinícius,8,1001
2024-04-11,Mouse,Beatriz,6,4135
2024-10-29,Notebook,Vanessa,9,173
2025-06-18,Headset,Amanda,1,1420
2026-02-22,Headset,Ana,2,326
2024-10-07,Monitor,Vinícius,10,3763
2024-02-16,Monitor,Diego,2,1009
2026-08-06,Mouse,Vinícius,2,766
2024-08-24,Monitor,Rodrigo,9,1560
2024-11-18,Teclado,Maria,9,385
2024-03-21,Notebook,Renata,4,4735
2026-10-06,Teclado,Beatriz,3,1230
2024-11-21,Mouse,Vinícius,7,582
2026-10-31,Mouse,Ana,7,240
2025-10-26,Teclado,Felipe,9,657
2026-07-05,Mouse,André,4,4958
2025-03-30,Notebook,Juliana,9,212
2024-11-01,Monitor,Camila,7,2291
2026-02-11,Monitor,Lucas,3,3984
2024-03-15,Teclado,Amanda,6,2509
2025-01-23,Notebook,Felipe,3,4905
2026-05-23,Teclado,Larissa,7,3928
2025-04-20,Notebook,Thiago,6,4715
2025-11-22,Teclado,Thiago,8,358
2024-05-28,Notebook,Rafael,6,3256
2024-05-15,Headset,Gabriel,2,4389
2025-02-03,Mouse,Amanda,8,3647
2026-07-16,Headset,Lucas,7,2383
2024-06-20,Mouse,Bruno,7,3823
2026-07-18,Notebook,Aline,8,1543
2024-02-19,Mouse,Lucas,8,356
2026-10-27,Notebook,Patrícia,4,1811
2024-02-27,Notebook,Pedro,7,2745
2026-05-27,Mouse,Priscila,4,4385
2025-03-24,Notebook,Eduardo,5,3346
2025-08-02,Headset,Mariana,8,1516
2026-03-26,Headset,Felipe,6,1910
2024-01-04,Monitor,Fernanda,7,1691
2025-09-20,Notebook,André,5,2687
2024-06-12,Teclado,Amanda,8,4492
2024-06-02,Notebook,Mariana,1,4926
2024-01-29,Monitor,Tatiane,4,1609
2026-06-19,Notebook,Larissa,5,4972
2024-11-13,Mouse,Juliana,7,4888
2024-05-11,Notebook,André,2,4417
2025-07-17,Headset,Fernanda,9,1212
2024-07-14,Headset,Fernanda,2,225
2026-02-22,Monitor,Pedro,10,2052
2024-08-21,Teclado,Maria,6,1527
2025-01-17,Notebook,Ana,5,4015
2024-06-28,Notebook,Carlos,9,3604
2025-05-05,Mouse,Larissa,10,1976
2026-03-25,Teclado,Maria,5,3744
2024-07-24,Notebook,Gabriel,7,3937
2026-10-26,Headset,Amanda,5,2707
2024-07-31,Notebook,Amanda,2,1429
2025-03-30,Mouse,Renata,7,228
2025-03-28,Teclado,Aline,4,4465
2024-03-03,Headset,Gabriel,4,2126
2026-11-26,Monitor,Vinícius,6,2703
2026-07-22,Notebook,Mariana,4,1602
2025-04-22,Headset,Thiago,4,3205
2025-07-19,Mouse,Rafael,1,3838
2024-03-31,Monitor,Thiago,10,3872
2025-10-07,Teclado,Mariana,9,2632
2026-05-28,Notebook,Diego,9,1624
2025-07-07,Monitor,Beatriz,2,3061
2025-08-22,Teclado,Lucas,7,4797
2026-02-12,Notebook,Carlos,4,4298
2025-05-24,Teclado,Mariana,9,599
2024-01-20,Teclado,Rafael,2,352
2026-02-18,Headset,Vanessa,1,4514
2024-10-27,Teclado,Larissa,10,408
2024-11-10,Notebook,Ana,5,2972
2024-10-19,Notebook,Camila,6,468
2026-09-28,Mouse,Bruno,4,2315
2025-12-15,Teclado,Patrícia,2,1776
2026-09-25,Mouse,Tatiane,8,1509
2024-10-12,Monitor,Lucas,6,686
2026-09-30,Notebook,André,8,4421
2024-11-18,Notebook,Lucas,8,3051
2026-11-15,Headset,Tatiane,6,4418
2025-07-26,Monitor,Fernanda,4,4243
2025-08-13,Headset,Felipe,3,1789
2026-05-03,Headset,Aline,1,3730
2026-08-06,Mouse,Vinícius,7,4473
2026-09-15,Teclado,Carlos,6,794
2024-07-14,Headset,Amanda,5,666
2025-03-16,Monitor,Diego,5,1402
2026-03-17,Teclado,Beatriz,7,3231
2026-04-04,Monitor,Camila,1,635
2024-11-28,Headset,Bruno,3,1213
2026-07-21,Monitor,Vanessa,10,331
2026-11-01,Teclado,Beatriz,4,2920
2025-03-05,Notebook,Juliana,10,2642
2025-03-04,Notebook,Marcelo,6,482
2025-03-05,Headset,Camila,4,3647
2025-04-07,Monitor,Felipe,8,1740
2025-12-15,Headset,Lucas,2,2069
2026-08-10,Notebook,André,2,4742
2024-09-29,Headset,Maria,8,3827
2025-12-15,Mouse,Marcelo,7,4048
2024-12-14,Notebook,Juliana,3,1026
2025-07-12,Headset,Felipe,9,2473
2024-06-06,Teclado,Pedro,4,430
2025-06-01,Notebook,Felipe,9,1852
2026-09-16,Headset,Patrícia,3,4152
2024-10-10,Monitor,Carlos,4,3144
2025-10-09,Notebook,Lucas,8,680
2025-11-10,Notebook,Carlos,2,959
2025-10-27,Notebook,Marcelo,3,2250
2024-08-04,Monitor,Beatriz,1,495
2026-10-11,Mouse,Beatriz,6,3407
2026-03-15,Headset,Vanessa,6,1470
2026-12-06,Notebook,Camila,4,1819
2024-09-01,Mouse,Patrícia,1,3145
2025-09-22,Headset,Vanessa,1,3134
2026-12-30,Teclado,André,8,2021
2024-09-25,Notebook,Lucas,1,2042
2025-12-30,Teclado,Marcelo,3,1391
2025-05-25,Headset,Juliana,1,3398
2024-08-26,Notebook,Diego,7,755
2026-09-10,Monitor,Beatriz,4,2493
2026-03-09,Notebook,Rafael,10,4953
2024-10-28,Notebook,Carlos,6,832
2025-12-01,Mouse,Amanda,8,131
2024-08-29,Notebook,Carlos,6,1860
2026-07-31,Headset,Gabriel,7,3964
2024-12-04,Mouse,Aline,1,3910
2024-01-26,Notebook,Diego,7,3198
2024-06-04,Mouse,Maria,9,2165
2024-11-12,Headset,Lucas,5,1034
2025-09-23,Notebook,Ana,10,1193
2026-06-04,Notebook,Vinícius,1,1007
2025-08-21,Teclado,Priscila,8,4236
2026-04-24,Notebook,Amanda,6,1472
2026-02-25,Headset,João,10,1626
2025-01-17,Notebook,Rafael,4,229
2025-02-05,Mouse,Priscila,9,3020
2026-05-01,Monitor,Lucas,4,951
2024-02-03,Headset,Amanda,7,2899
2024-05-18,Mouse,Pedro,9,751
2026-09-10,Notebook,Juliana,1,2582
2026-03-25,Headset,Bruno,2,4507
2024-10-27,Notebook,Bruno,4,3304
2024-01-22,Mouse,Aline,6,4191
2026-06-23,Monitor,André,4,2033
2024-10-15,Mouse,Fernanda,8,3303
2026-03-04,Headset,Felipe,2,2030
2026-09-10,Headset,André,7,796
2026-06-16,Mouse,Priscila,2,4548
2024-05-22,Mouse,Pedro,2,945
2026-05-23,Monitor,Pedro,2,661
2026-12-21,Mouse,Maria,8,900
2024-11-02,Headset,Aline,9,2653
2025-05-25,Headset,Maria,3,1655
2026-03-11,Headset,Eduardo,8,3138
2025-11-26,Notebook,Beatriz,9,4110
2026-12-05,Monitor,Carlos,5,4632
2025-10-12,Headset,Aline,5,634
2024-11-23,Monitor,Bruno,5,2672
2026-11-12,Notebook,Ana,7,3289
2026-09-02,Teclado,Thiago,3,1187
2026-01-20,Notebook,Camila,4,1518
2025-10-06,Monitor,Thiago,2,949
2025-06-13,Headset,Priscila,5,274
2024-04-19,Headset,Gabriel,6,2030
2025-04-22,Headset,Amanda,7,721
2026-01-12,Teclado,Camila,10,317
2024-05-08,Notebook,Pedro,1,150
2025-01-28,Notebook,Renata,2,4835
2024-09-29,Mouse,Priscila,2,4738
2024-07-23,Mouse,Carlos,9,838
2024-05-04,Teclado,Pedro,3,3473
2026-09-07,Teclado,Juliana,9,4475
2024-02-04,Teclado,Vanessa,2,3310
2025-09-10,Monitor,Rafael,5,4794
2026-03-15,Monitor,Felipe,8,1499
2025-11-05,Teclado,Felipe,7,2542
2026-09-22,Mouse,Fernanda,4,2762
2025-07-24,Notebook,Beatriz,7,1616
2025-02-12,Headset,Lucas,6,2770
2026-02-26,Headset,Amanda,10,4680
2025-07-07,Mouse,Priscila,6,2204
2026-03-09,Notebook,Marcelo,4,1379
2024-02-28,Teclado,Rafael,5,2363
2025-05-22,Mouse,João,2,2516
2024-08-08,Mouse,Gabriel,8,3742
2024-10-01,Notebook,Aline,2,2444
2025-11-03,Teclado,Patrícia,10,3337
2026-12-02,Headset,Carlos,3,2132
2025-03-23,Mouse,Amanda,6,1010
2026-07-19,Teclado,Patrícia,6,4484
2025-07-18,Mouse,Renata,1,299
2025-01-15,Monitor,Renata,7,4515
2026-01-03,Headset,Carlos,1,3301
2026-05-17,Headset,Eduardo,4,2645
2026-04-10,Teclado,João,2,3214
2025-09-05,Notebook,Carlos,3,316
2026-06-15,Teclado,Lucas,8,2964
2026-11-11,Monitor,André,4,1345
2025-03-07,Teclado,André,3,1471
2025-03-19,Notebook,Vanessa,8,4245
2025-03-08,Mouse,Eduardo,8,1552
2026-04-04,Monitor,Amanda,6,1193
2024-08-19,Mouse,Vanessa,8,2683
2026-12-18,Notebook,Patrícia,2,217
2024-12-30,Mouse,Pedro,9,4485
2025-07-01,Notebook,Maria,3,3620
2024-03-30,Headset,Felipe,7,2897
2026-03-27,Notebook,André,7,4809
2024-10-07,Notebook,Larissa,2,4221
2025-06-21,Headset,Felipe,9,3893
2026-06-10,Monitor,Bruno,6,227
2026-12-01,Teclado,Ana,4,3808
2025-10-15,Notebook,Juliana,4,4611
2024-02-16,Teclado,Fernanda,1,4242
2024-02-04,Teclado,João,6,258
2025-08-01,Teclado,Felipe,10,2965
2024-12-05,Mouse,Ana,2,2186
2024-09-28,Notebook,Patrícia,10,259
2025-10-08,Teclado,Aline,1,4503
2025-07-13,Mouse,Pedro,4,2219
2024-06-24,Headset,Tatiane,7,4586
2026-08-25,Mouse,Juliana,4,2756
2024-10-08,Headset,Rodrigo,9,3753
2024-04-18,Headset,Diego,9,316
2024-12-21,Monitor,Tatiane,3,2386
2025-02-15,Monitor,Amanda,1,2080
2025-04-07,Teclado,Amanda,5,210
2025-07-13,Notebook,Marcelo,4,771
2024-05-28,Mouse,Fernanda,3,3008
2024-06-26,Monitor,Renata,7,2413
2025-01-03,Notebook,Amanda,8,754
2026-10-09,Teclado,Maria,8,1075
2026-09-12,Teclado,Thiago,8,2383
2025-10-19,Monitor,Rodrigo,3,2171
2026-04-13,Notebook,João,7,4588
2025-11-02,Headset,Aline,3,3759
2024-02-26,Monitor,Camila,7,2042
2024-01-20,Teclado,Diego,1,4225
2026-07-02,Teclado,Carlos,10,2615
2025-06-16,Notebook,Juliana,5,1588
2026-03-29,Mouse,Pedro,7,3885
2026-01-22,Monitor,Patrícia,9,3698
2026-10-02,Mouse,André,5,3758
2026-07-11,Notebook,Marcelo,5,4627
2026-06-24,Headset,Marcelo,2,3574
2026-10-19,Teclado,Pedro,7,1690
2025-04-04,Notebook,Beatriz,1,1887
2026-09-01,Mouse,Rodrigo,5,4952
2026-12-20,Teclado,Maria,3,1411
2025-09-22,Teclado,Rodrigo,7,3892
2024-01-26,Notebook,André,4,1587
2024-03-28,Teclado,André,4,350
2025-06-27,Notebook,Rodrigo,6,1328
2025-07-10,Teclado,Aline,4,4401
2026-10-13,Notebook,Renata,6,2140
2025-08-14,Headset,Vinícius,10,3142
2025-11-19,Monitor,Pedro,1,4067
2024-01-26,Teclado,Priscila,5,1158
2026-01-19,Monitor,Gabriel,3,68
2025-08-16,Mouse,Rafael,5,4820
2026-10-28,Notebook,Thiago,10,1435
2026-10-30,Mouse,Eduardo,10,4640
2025-05-22,Headset,Priscila,7,4425
2024-01-01,Monitor,Marcelo,9,1546
2024-03-28,Teclado,Thiago,9,902
2025-06-02,Mouse,Tatiane,3,113
2025-11-24,Notebook,Renata,3,1035
2026-06-03,Headset,Larissa,8,3370
2024-01-20,Teclado,André,9,744
2025-12-14,Teclado,Gabriel,5,1219
2024-12-25,Teclado,Patrícia,3,351
2026-06-11,Headset,Thiago,1,4623
2026-07-05,Notebook,Vinícius,7,4922
2026-10-22,Monitor,André,6,374
2026-08-25,Monitor,Rodrigo,6,244
2025-03-07,Mouse,Ana,8,223
2026-04-17,Headset,Gabriel,6,3869
2025-09-26,Teclado,Thiago,8,3375
2026-06-11,Teclado,Vanessa,2,4840
2026-07-25,Mouse,Gabriel,2,1563
2025-08-20,Teclado,Pedro,7,2852
2025-09-30,Monitor,Rafael,4,650
2025-11-05,Mouse,Maria,10,2461
2025-06-17,Monitor,André,2,2334
2026-07-02,Notebook,Mariana,1,2121
2024-10-31,Mouse,Mariana,2,2532
2025-03-12,Headset,Pedro,3,3353
2025-04-08,Teclado,Mariana,10,1401
2025-10-13,Teclado,Eduardo,5,4843
2025-09-25,Headset,Vanessa,4,4162
2024-06-08,Monitor,André,7,1417
2024-07-23,Headset,Larissa,8,3638
2025-08-29,Monitor,Tatiane,10,4664
2024-09-23,Teclado,Vanessa,4,371
2024-05-05,Monitor,Juliana,4,3298
2025-10-18,Headset,Marcelo,1,4630
2024-01-27,Mouse,João,2,605
